gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
JMY	5.49454156817803e-12	-0.597424228580755	0.213	0.289	1.08736977634243e-07
YBX3	5.53665732375491e-12	-0.977563651951102	0.086	0.139	1.0957044843711e-07
KMT2E	5.545577383049e-12	-0.254323086286891	0.691	0.768	1.0974697641054e-07
ACADVL	5.73009651968588e-12	-0.479783974516516	0.243	0.323	1.13398610124584e-07
TSC22D1	5.9817457370641e-12	-1.54905680177351	0.024	0.057	1.18378748136499e-07
PRRC2C	6.08788739231765e-12	-0.349520930109071	0.685	0.764	1.20479291493966e-07
HBB	6.13552527010116e-12	1.20928128641884	0.199	0.132	1.21422045095302e-07
PTGES3	6.33423569396188e-12	-0.245221348991101	0.768	0.822	1.25354524383506e-07
STIP1	6.4226501478524e-12	-0.340650849200789	0.4	0.497	1.27104246425999e-07
SLC29A1	6.48353981528969e-12	-1.2128415044198	0.031	0.067	1.28309252944583e-07
MAPRE2	6.4864221681721e-12	0.502242150934611	0.36	0.284	1.28366294708126e-07
EZR	6.59425793687574e-12	-0.252424808847635	0.825	0.886	1.30500364570771e-07
PHB2	6.97285796917833e-12	-0.32867196258588	0.387	0.481	1.37992859210039e-07
MYEOV	7.2966915497008e-12	-7.15981264573781	0	0.011	1.44401525768579e-07
RPS6	8.00661929875427e-12	0.13780240329474	0.994	0.968	1.58450995922347e-07
HNRNPDL	8.36167912936637e-12	-0.250778524174433	0.691	0.776	1.6547762997016e-07
RHBDD2	9.1825129215237e-12	-0.351048916820766	0.466	0.552	1.81721930716954e-07
ZC2HC1A	9.44141357327263e-12	-0.901429035310091	0.113	0.172	1.86845574615065e-07
GSTP1	9.8195625062539e-12	-0.827476494942306	0.385	0.462	1.94329141998765e-07
PTHLH	1.0067440404924e-11	-2.91232330821965	0.005	0.024	1.99234645613447e-07
TRIB1	1.24465009410337e-11	-0.956836057347454	0.071	0.121	2.46316253623056e-07
NUCB1	1.2696420923828e-11	-0.355352812374899	0.306	0.397	2.51262170082557e-07
TNIP2	1.37150667927828e-11	-0.404429884239235	0.271	0.353	2.71421171829172e-07
CKLF	1.40058187162062e-11	0.476547037328641	0.481	0.431	2.77175152393721e-07
FDFT1	1.48818678648578e-11	-0.361781518575037	0.285	0.373	2.94512165045537e-07
SESN3	1.51441413972081e-11	-0.614604335961433	0.18	0.25	2.99702558250749e-07
AKR1C3	1.63508058632587e-11	-1.96993927983202	0.02	0.049	3.23582448033889e-07
CENPE	1.70497860709568e-11	-1.11633492456036	0.065	0.112	3.37415266344235e-07
HECTD1	1.79937707181689e-11	-0.456822933815322	0.204	0.282	3.56096722512562e-07
PCBD1	1.80974177979918e-11	-0.587713179533651	0.136	0.201	3.58147898222258e-07
CANX	1.81675200117976e-11	-0.679391645852782	0.365	0.449	3.59535221033475e-07
PPP1R15B	1.85193155995317e-11	-0.583102634967002	0.15	0.217	3.66497255714732e-07
ZNF101	1.889250418467e-11	-0.707325033817989	0.101	0.158	3.73882657814619e-07
KNL1	1.91742817239178e-11	-1.39231413117741	0.068	0.116	3.79459035316334e-07
MT2A	2.00992538860632e-11	-0.659907956176606	0.547	0.614	3.97764234405191e-07
LDHB	2.07384686621559e-11	-0.278187848239211	0.677	0.751	4.10414294824066e-07
CLEC2D	2.38086869523143e-11	-0.362813628138509	0.464	0.545	4.711739147863e-07
CHORDC1	2.42073535505833e-11	-0.399722256436122	0.49	0.551	4.79063526766044e-07
LAPTM4B	2.62574109592769e-11	-0.845683274429624	0.126	0.186	5.19634162884089e-07
SELL	2.74726991226931e-11	-0.452222847154071	0.265	0.348	5.43684715638097e-07
SOX9	2.76903995463521e-11	-4.26326672069735	0.001	0.012	5.47993007022308e-07
HSPA8	2.78057056216249e-11	0.170875389156587	0.989	0.985	5.50274914251957e-07
PSMD14	2.78227296182043e-11	-0.504629804104337	0.248	0.324	5.50611819144264e-07
USP47	2.89976465499985e-11	-0.443611749027357	0.237	0.313	5.7386342522447e-07
LAYN	2.942607370444e-11	-0.653187691858935	0.18	0.247	5.82341998610867e-07
LIME1	3.18742930467414e-11	0.56442081390834	0.32	0.251	6.30792259395012e-07
KIFC1	3.65841539747981e-11	-0.999602435794647	0.066	0.112	7.24000407161255e-07
MAGEH1	3.89856162274826e-11	-0.43596962730455	0.164	0.232	7.7152534514188e-07
SRSF4	3.94547077098531e-11	-0.378019182465543	0.332	0.419	7.80808665577993e-07
TUBA1B	4.03124429399892e-11	0.242860808520066	0.793	0.745	7.97783245782385e-07
ITM2B	4.38154451467311e-11	0.169302857318848	0.903	0.881	8.67107659453808e-07
SNCG	4.40831397252895e-11	-5.27544595572969	0.001	0.012	8.7240533516348e-07
SLC3A2	4.42301386478572e-11	-0.352740980285586	0.497	0.577	8.75314443841094e-07
PFDN5	4.47236290186067e-11	0.183051005985804	0.911	0.881	8.85080618278227e-07
NFKB1	4.68180366491497e-11	-0.410445053332854	0.332	0.415	9.26528945286672e-07
ARHGAP9	4.72517315312892e-11	-0.304875497516691	0.431	0.525	9.35111767004213e-07
EBI3	5.09250120691433e-11	-0.619643594118684	0.064	0.111	1.00780598884835e-06
TMEM18	5.10014161352541e-11	-0.366015134189157	0.174	0.247	1.00931802531668e-06
RACK1	5.10473029469964e-11	-0.145395482023742	0.976	0.962	1.01022612532106e-06
HIST1H1D	5.64375630236814e-11	-0.480573036742666	0.113	0.173	1.11689937223866e-06
GRAMD2B	6.03702943679446e-11	-0.743414466425357	0.082	0.133	1.19472812554162e-06
ZFP36L2	6.04446753649196e-11	0.199264428915123	0.936	0.923	1.19620012547176e-06
RPL36AL	6.09764899334529e-11	0.204312804324275	0.905	0.859	1.20672473578303e-06
AZIN1	6.72881568446326e-11	-0.357020959629309	0.285	0.367	1.33163262395528e-06
HTATIP2	6.94691400681505e-11	-0.509434730514244	0.251	0.322	1.3747942819487e-06
RPL3	7.20563236672798e-11	0.138797850687811	0.992	0.968	1.42599464537547e-06
GPI	7.43135976696696e-11	-0.459112469440096	0.385	0.465	1.47066609788276e-06
RPS24	7.58264497983980e-11	0.127648443547774	0.995	0.977	1.5006054415103e-06
COL9A2	7.87665629200193e-11	-0.885358339299767	0.049	0.09	1.55879028018718e-06
NUMA1	8.12581700660676e-11	-0.431794910719236	0.272	0.353	1.60809918560748e-06
TYMS	8.65570706647993e-11	-0.50150283979972	0.075	0.125	1.71296442845638e-06
MFSD6	8.6952985539457e-11	-0.890130414144684	0.096	0.149	1.72079958382585e-06
PSME1	8.88089296385296e-11	0.219866557032395	0.767	0.737	1.7575287175465e-06
ABCA1	9.42245664981682e-11	-1.38397195340416	0.016	0.042	1.86470417099875e-06
CMTM6	9.62880507946527e-11	-0.361225159981901	0.428	0.513	1.90554052522618e-06
CEP55	1.03064449280712e-10	-0.866702342407821	0.082	0.132	2.03964545126529e-06
HNRNPR	1.05786612461534e-10	-0.35856786624067	0.379	0.464	2.09351706061376e-06
NCKAP1L	1.11233272238621e-10	-0.495878926185588	0.231	0.306	2.20130645760231e-06
GLRX	1.17703668676498e-10	-0.455328561296206	0.327	0.403	2.32935560310789e-06
RSRC2	1.20059152790873e-10	-0.350674884167354	0.46	0.54	2.37597063373138e-06
PABPC4	1.25980213257112e-10	-0.435935264972412	0.245	0.32	2.49314842035824e-06
ZNF292	1.29076059026213e-10	-0.445196859680275	0.303	0.383	2.55441520812876e-06
TRAF1	1.3063362676211e-10	-0.472736936794364	0.266	0.341	2.58523947362215e-06
EIF3I	1.3119249407326e-10	-0.300333470560158	0.392	0.48	2.59629945770981e-06
SOD1	1.33920465844227e-10	-0.225142834255883	0.835	0.854	2.65028601905725e-06
S100A9	1.36872097975675e-10	-1.68798563308012	0.02	0.048	2.70869881893861e-06
HAVCR2	1.48790307962805e-10	-0.916378880171864	0.095	0.147	2.94456019458392e-06
SF3B3	1.52181386887051e-10	-0.474607745514181	0.165	0.232	3.01166964649473e-06
SH2D2A	1.52730211409493e-10	-0.218813840848475	0.546	0.636	3.02253088379386e-06
CPD	1.55250678613336e-10	-0.644488132767405	0.142	0.204	3.07241092975792e-06
RPS23	1.56393262540182e-10	0.121918667227506	0.994	0.979	3.0950226656702e-06
XAF1	1.58666895947942e-10	-0.651816688188068	0.212	0.278	3.14001787080977e-06
CTTN	1.65821127576077e-10	-2.8021650042009	0.009	0.029	3.28160011473056e-06
H2AFJ	1.68891607162634e-10	-0.480742448582134	0.185	0.254	3.34236490574852e-06
SF1	1.80209748969053e-10	0.262054259870725	0.746	0.722	3.56635093209756e-06
SRPRB	1.82095079495722e-10	-0.461830185207894	0.138	0.201	3.60366162322034e-06
NPPC	2.05887445714262e-10	-1.94442550964976	0.005	0.021	4.07451255068525e-06
AK4	2.06936907538613e-10	-3.283331896136	0.002	0.015	4.09528140018916e-06
SAT1	2.14321383697278e-10	-0.387403986650579	0.744	0.777	4.24142018336913e-06
RNF19A	2.21758504945543e-10	-0.22249121875399	0.43	0.518	4.38860081287229e-06
HDAC7	2.22900708856613e-10	-0.548285992850129	0.15	0.213	4.41120502827236e-06
YPEL5	2.29715387656619e-10	0.178740915781696	0.789	0.753	4.54606752172449e-06
FNDC3B	2.29723066426961e-10	-0.716201629580519	0.095	0.147	4.54621948458956e-06
MAST4	2.53064172277517e-10	-0.617133445956648	0.158	0.221	5.00813996937205e-06
DAD1	2.67722462253289e-10	0.364241611314103	0.508	0.454	5.29822752799259e-06
MOB3A	2.6885454046415e-10	-0.449142812776998	0.215	0.286	5.32063135578553e-06
FOXP3	3.03361216056400e-10	-0.222308874718749	0.246	0.33	6.00351846575615e-06
CCR6	3.11859145925378e-10	-0.403302737512948	0.284	0.358	6.17169249786324e-06
TWISTNB	3.1702964670832e-10	-0.496161116985069	0.158	0.225	6.27401670835765e-06
IGFBP2	3.43454032276375e-10	-1.68774645017589	0.012	0.034	6.79695529874945e-06
ELOVL5	3.43471910385371e-10	-0.229647615761001	0.565	0.672	6.79730910652649e-06
DNAJA4	3.54613102386011e-10	-0.637696815335558	0.107	0.162	7.01779329621915e-06
CD58	3.83774805812369e-10	-0.368838499336224	0.325	0.408	7.59490340702678e-06
ETV7	3.8479940026193e-10	-0.492580678213659	0.131	0.189	7.6151801311836e-06
TGS1	3.90813249211278e-10	-0.311275991104968	0.216	0.293	7.7341942018912e-06
SERINC1	4.07746439501351e-10	-0.316735552084199	0.434	0.524	8.06930203773174e-06
EIF2S2	4.1294053913397e-10	-0.304264805123161	0.338	0.423	8.17209326946127e-06
CD59	4.16429515995799e-10	-0.488112958937668	0.21	0.279	8.24114012155686e-06
PTPN1	4.26275616872599e-10	-0.373602294194579	0.326	0.406	8.43599445790874e-06
PPM1G	4.54802746204783e-10	-0.36022107946026	0.438	0.515	9.00054634739265e-06
TRAF4	5.15354579610541e-10	-0.617193930616374	0.15	0.21	1.01988671304926e-05
PIK3R1	5.31023051744916e-10	-0.407873393237695	0.398	0.477	1.05089461940319e-05
NCL	5.37768562769069e-10	-0.212882365036638	0.82	0.876	1.06424398571999e-05
DUSP2	5.78834161605198e-10	0.17293314060828	0.885	0.85	1.14551280581669e-05
RPP38	6.02940826554266e-10	-0.492501050720242	0.085	0.135	1.19321989575089e-05
FN1	6.33516435205439e-10	2.02202139473895	0.044	0.014	1.25372902527156e-05
TMA7	6.40121450725581e-10	0.225132995021343	0.766	0.746	1.26680035098593e-05
UBA52	6.44053877416492e-10	0.156181943634557	0.958	0.946	1.27458262340724e-05
SLC25A5	6.89597016249984e-10	-0.248071766051627	0.637	0.716	1.36471249515872e-05
DSP	6.95167852513580e-10	-2.77101842018831	0.003	0.015	1.37573718012437e-05
KLF6	6.97975995399962e-10	0.39456154143733	0.87	0.855	1.38129449489653e-05
ILF3	7.69040701310116e-10	-0.325310607877707	0.35	0.432	1.52193154789272e-05
IKZF2	7.85613390446886e-10	-0.55698127101396	0.173	0.238	1.55472889969439e-05
CLTA	7.90196128126876e-10	-0.29064270691501	0.418	0.501	1.56379813756309e-05
FLII	8.11405156077211e-10	-0.542596600416712	0.161	0.222	1.6057708038768e-05
PIM3	8.28436299271363e-10	-0.45232933241382	0.415	0.489	1.63947543625803e-05
TUBB2A	8.43274455604917e-10	0.607783053481959	0.245	0.183	1.66884014764213e-05
RPS3A	8.65785092964251e-10	0.132449942136232	0.995	0.983	1.71338869897625e-05
NCF1	8.71554446201086e-10	0.622054501634294	0.233	0.17	1.72480624903195e-05
TPM4	8.80860557764829e-10	-0.247322638030622	0.489	0.579	1.7432230438166e-05
SCGB3A2	8.88986953377738e-10	-4.64212739627651	0.001	0.01	1.75930518073454e-05
COPA	9.13109516810714e-10	-0.473068379282152	0.247	0.319	1.8070437337684e-05
MAN1A1	9.51092352239502e-10	-1.109133243876	0.058	0.099	1.88221176508197e-05
RPL32	1.03708384180085e-09	0.111462526394405	0.997	0.985	2.05238892292388e-05
EFNA1	1.04369537853598e-09	-4.32459008971126	0.001	0.013	2.0654731541227e-05
EXO1	1.09824792448694e-09	-1.42372861883298	0.02	0.046	2.17343264255966e-05
PSMD11	1.10728008405867e-09	-0.369460138866284	0.297	0.368	2.1913072863521e-05
ZCCHC2	1.10738229980186e-09	-0.809254526992682	0.046	0.084	2.19150957130788e-05
TNFSF10	1.14898813863318e-09	-0.735207110907691	0.196	0.258	2.27384752635505e-05
P4HA1	1.15508940238258e-09	-0.7140191860487	0.129	0.184	2.28592192731512e-05
ZDBF2	1.23055911010058e-09	-0.688227921532965	0.12	0.174	2.43527647888905e-05
TAX1BP1	1.28177112232341e-09	-0.25409814579461	0.491	0.579	2.53662505107802e-05
GPBP1	1.28771456213879e-09	-0.334165914311237	0.518	0.596	2.54838711847266e-05
H2AFX	1.321624028224e-09	0.429221542386736	0.414	0.358	2.6154939518553e-05
ISG20	1.3908195967876e-09	-0.220327399523314	0.6	0.675	2.75243198204266e-05
NOTCH1	1.42840336208339e-09	-0.90409552894088	0.05	0.088	2.82681025356302e-05
EIF3A	1.47694775822837e-09	-0.351483682855118	0.413	0.492	2.92287961353395e-05
GABARAPL1	1.48419835775711e-09	-0.347169674052449	0.333	0.412	2.93722855000132e-05
TIFA	1.55393754916088e-09	-0.493261377677181	0.168	0.231	3.07524240978939e-05
DNTTIP2	1.59738393115647e-09	-0.31603537548749	0.382	0.466	3.16122279975865e-05
IRAK3	1.6319507629655e-09	-1.31143582354343	0.014	0.037	3.22963055990872e-05
VPS37B	1.65895218494178e-09	-0.333042421969447	0.435	0.519	3.28306637399978e-05
INPP5D	1.65908951177736e-09	-0.40544422833148	0.208	0.277	3.28333814380739e-05
SH3YL1	1.7045604682895e-09	-0.57679845389488	0.084	0.132	3.37332516674491e-05
TBC1D9B	1.70722365655749e-09	-0.57683097931921	0.08	0.127	3.37859561632727e-05
IL2RB	1.86687401140989e-09	-0.410123914478435	0.425	0.498	3.69454366858017e-05
SLC25A6	1.96444559769587e-09	-0.208953056413054	0.765	0.805	3.88763783784013e-05
H2AFY	2.00997006287583e-09	-0.329004189107764	0.333	0.412	3.97773075443127e-05
TACC1	2.0780325241737e-09	-0.329213632988416	0.365	0.448	4.11242636533974e-05
PIM2	2.08814072584324e-09	-0.264492297047699	0.44	0.521	4.13243049644377e-05
INCENP	2.11076851530068e-09	-1.0302931853082	0.055	0.093	4.17721089178005e-05
PAPOLA	2.11604865165048e-09	-0.27005280979711	0.447	0.535	4.1876602816163e-05
CSNK1D	2.13986840948084e-09	-0.313651454787012	0.343	0.426	4.23479958236258e-05
MVP	2.15659390632914e-09	-0.374098859473879	0.27	0.346	4.26789934062537e-05
USP14	2.22188918920761e-09	-0.404320572252816	0.225	0.295	4.39711870544187e-05
POLR2A	2.33950526079783e-09	-0.29904804693651	0.351	0.436	4.62988091111891e-05
SELENOM	2.36156115325545e-09	0.708120167329461	0.226	0.17	4.67352952229254e-05
S100A16	2.49186641913497e-09	-2.62439542280799	0.005	0.02	4.93140364346811e-05
CXCL1	2.49479930652357e-09	-4.70840954666628	0.001	0.012	4.93720782761015e-05
GSTM3	2.54756876240451e-09	-1.15441498034606	0.042	0.076	5.04163858079853e-05
EML4	2.5543114507481e-09	-0.279692713807216	0.639	0.722	5.05498236103049e-05
TARS	2.63645374982602e-09	-0.500165380857988	0.212	0.278	5.21754197090569e-05
ARRDC2	2.65994030932386e-09	-0.437845067899324	0.223	0.293	5.26402187215192e-05
MMP9	2.7517907056712e-09	-1.40442382255881	0.02	0.045	5.44579380652331e-05
TPD52L1	2.80047101946413e-09	-4.63352479726168	0.001	0.01	5.5421321475195e-05
CMBL	2.80056774896910e-09	-2.37035127304183	0.007	0.025	5.54232357520984e-05
RAD21	2.89173730511296e-09	-0.341169862860533	0.464	0.545	5.72274812681854e-05
RAN	2.93706274294529e-09	-0.197085217768248	0.764	0.823	5.81244716828874e-05
TCEAL4	3.11609936495007e-09	-0.619961221055742	0.072	0.117	6.1667606432362e-05
SERPINH1	3.14856967939711e-09	-0.71979978058354	0.125	0.177	6.23101939552688e-05
NUDT21	3.17585669635931e-09	-0.328392833632593	0.298	0.373	6.28502040209508e-05
ANKRD17	3.21253362388303e-09	-0.421745882348273	0.176	0.24	6.35760404166451e-05
KIF2C	3.26499771518675e-09	-1.123294636213	0.05	0.087	6.46143047835458e-05
F12	3.3405587860294e-09	-2.11752825568906	0.005	0.019	6.61096583755218e-05
CHD4	3.41627017459434e-09	-0.594493017605553	0.217	0.283	6.7607986755222e-05
MARCH5	3.44459249399119e-09	-0.396033359123057	0.155	0.217	6.81684854560856e-05
ATP2A2	3.46622295456815e-09	-0.674324461006888	0.108	0.159	6.85965522709036e-05
TEX30	3.55904546308909e-09	-0.479435298142008	0.109	0.161	7.0433509714533e-05
MARCH7	3.56571008077751e-09	-0.40082780653575	0.245	0.313	7.0565402498587e-05
CISD2	3.69121615759064e-09	-0.337913557325189	0.293	0.37	7.30491677587188e-05
NCAPG2	3.77577062542142e-09	-1.15750452311533	0.058	0.097	7.47225006770899e-05
USP15	3.80918157734054e-09	-0.299829554270608	0.422	0.512	7.53837034155693e-05
HUWE1	3.84713448171817e-09	-0.524568195226338	0.227	0.296	7.61347913932026e-05
HADHA	3.89355932367724e-09	-0.319760321620723	0.345	0.42	7.70535390155725e-05
EPAS1	4.06809443131357e-09	-0.875368146199862	0.063	0.103	8.05075887956955e-05
SLAMF1	4.148677357667e-09	-0.445188235845793	0.268	0.337	8.210232490823e-05
RELT	4.36450535596918e-09	-0.792829020170668	0.056	0.094	8.637356099463e-05
YWHAB	4.37669452576331e-09	-0.194624200600164	0.81	0.845	8.6614784664856e-05
KIF15	4.5348645740135e-09	-1.33743293007227	0.043	0.077	8.97449699197271e-05
PPIA	4.53871219593731e-09	0.128162635660431	0.95	0.931	8.98211143575994e-05
PHF20L1	4.55859044674069e-09	-0.431202265827112	0.256	0.326	9.02145049409982e-05
KDM2B	4.75502883345613e-09	-0.476209089104164	0.15	0.208	9.41020206140967e-05
TCIM	4.77785995264671e-09	-2.62236145137485	0.002	0.014	9.45538484628784e-05
MCM4	4.7786976278321e-09	-1.21950044040216	0.049	0.085	9.45704260547973e-05
NME1	5.12613335752302e-09	-0.713042776832191	0.082	0.128	0.00010144617914538
DNAJA1	5.18023432326333e-09	0.186079942862188	0.927	0.898	0.000102516837257381
RPL8	5.34491768553797e-09	-0.132234866527988	0.994	0.982	0.000105775920996796
RPL24	5.39508268336895e-09	0.124817238165366	0.981	0.949	0.000106768686303872
ZC3H7A	5.42582630170657e-09	-0.404066820380043	0.205	0.271	0.000107377102510773
NOB1	5.44546618639929e-09	-0.362196573959055	0.141	0.2	0.000107765775828842
HIVEP2	5.5666050837997e-09	-0.548427766925318	0.16	0.218	0.000110163114608396
CBR1	5.83738979412346e-09	-0.756822937059727	0.134	0.187	0.000115521944025703
FAM184A	5.86079727778408e-09	-0.712949101880705	0.085	0.13	0.000115985178127347
MACF1	5.91286222335621e-09	-0.645157552675712	0.332	0.403	0.000117015543400219
ZNFX1	6.0400619003467e-09	-0.325337087167552	0.21	0.279	0.000119532825007861
ADTRP	6.2245928793233e-09	-0.982814217354811	0.036	0.068	0.000123184693081808
MALT1	6.35179921293884e-09	-0.358666097683109	0.279	0.351	0.00012570210642406
CXCL2	6.56141463805915e-09	-2.31737893962011	0.006	0.022	0.000129850395687191
SOCS2	6.98719538403385e-09	-1.03490051812548	0.033	0.063	0.00013827659665003
ODC1	7.12808484359342e-09	0.410028055766681	0.539	0.498	0.000141064799054714
PSMD7	7.69207398120553e-09	-0.259150335455815	0.384	0.47	0.000152226144088057
PLIN2	8.00004258019689e-09	-0.272654099595482	0.431	0.516	0.000158320842662097
TAGAP	8.59950391748856e-09	0.249380354596891	0.615	0.558	0.000170184182527099
BTAF1	8.79661463016898e-09	-0.440377509444329	0.153	0.211	0.000174085003531044
FLT1	9.11854216470311e-09	-1.00617844091165	0.018	0.042	0.000180455949439475
RPL35	9.15696969047858e-09	0.134645636287829	0.972	0.947	0.000181216430174571
SIAH2	9.27845398114326e-09	-0.304343508337937	0.358	0.434	0.000183620604286825
NDFIP2	9.55058648373108e-09	-0.383682458092786	0.208	0.275	0.000189006106513038
BTG3	9.57004076617771e-09	-0.313223126623222	0.359	0.437	0.000189391106762657
CCNT1	9.74229063836851e-09	-0.332367089368014	0.266	0.34	0.000192799931733313
EEF2K	1.0974261486729e-08	-0.759817790065785	0.052	0.088	0.000217180634822367
LTBR	1.12979482621321e-08	-3.05248541314222	0.004	0.016	0.000223586396107594
NANS	1.13128104436106e-08	-0.301757105254979	0.201	0.27	0.000223880518679055
LTC4S	1.1346136109106e-08	1.44597238433286	0.056	0.025	0.000224540033599209
ARID4B	1.16006390737413e-08	-0.285618272273816	0.545	0.628	0.000229576647269339
PTDSS1	1.18597365658281e-08	-0.34335044381196	0.253	0.324	0.000234704186637738
PHF11	1.19867319407327e-08	-0.294988060654259	0.29	0.366	0.000237217425107101
GIMAP5	1.28135304615297e-08	-0.814599010754913	0.068	0.109	0.000253579767833673
RRM2	1.29704573397801e-08	-0.759214312852031	0.059	0.097	0.000256685350754249
C1orf43	1.29953468930343e-08	-0.221706149974806	0.43	0.515	0.00025717791501315
ZC3H18	1.37968767518077e-08	-0.46686741683195	0.187	0.249	0.000273040190918274
KDM1A	1.40542276544855e-08	-0.674118269894985	0.075	0.118	0.000278133165282268
ZBTB38	1.40562809116033e-08	-0.337820479961253	0.321	0.395	0.00027817379924063
ZNF200	1.45600807991348e-08	-0.614881324324915	0.059	0.098	0.000288143999014877
BCL2L11	1.57931760858142e-08	-0.467426469204627	0.135	0.189	0.000312546954738263
IRF2BPL	1.60051367506988e-08	-0.590676805692557	0.075	0.118	0.000316741656296329
LAPTM4A	1.6014459896017e-08	-0.35297713208744	0.36	0.435	0.000316926161342176
ATP13A1	1.6065610575318e-08	-0.564699546883267	0.085	0.13	0.000317938433285544
MAP3K8	1.66229531191867e-08	-0.465964947439426	0.235	0.298	0.000328968242228705
UQCR11	1.77545095247771e-08	0.256477668117991	0.62	0.579	0.000351361743495339
TAF1D	1.81492385891313e-08	-0.273902527889324	0.468	0.544	0.000359173431678908
SLC4A1AP	1.82460094424984e-08	-0.362027866949102	0.148	0.207	0.000361088526867043
RIF1	1.87919604940519e-08	-0.556540731610902	0.195	0.256	0.000371892898177286
TMF1	1.89346280990536e-08	-0.35033586439887	0.343	0.416	0.00037471629008027
PPP1R16B	1.89469091115214e-08	-0.35634298057142	0.289	0.361	0.000374959331317009
NCAPG	1.96040725557879e-08	-0.895499255561556	0.064	0.103	0.000387964595879042
AHSA1	2.02020342434104e-08	-0.323248543643864	0.523	0.574	0.000399798257677092
BAG3	2.11274401381739e-08	-0.348514960352316	0.324	0.395	0.000418112040334461
PAK2	2.16179582243721e-08	-0.287858615577866	0.515	0.591	0.000427819393260324
DCP2	2.19801805976158e-08	-0.354590708351142	0.246	0.314	0.000434987774026816
CAPRIN1	2.22070409984356e-08	-0.397010084886774	0.248	0.315	0.00043947734135904
CYC1	2.24724926657952e-08	-0.37541564198806	0.244	0.312	0.000444730629856087
GTF2B	2.25616497521345e-08	0.323811372137055	0.622	0.596	0.000446495048594742
SLC5A3	2.2633244059795e-08	-0.708356815983177	0.171	0.226	0.000447911899943344
HNRNPL	2.32692838044101e-08	-0.289781547140788	0.45	0.52	0.000460499126489277
PPA1	2.34618170645802e-08	-0.277061863173757	0.365	0.441	0.000464309359708043
HIBCH	2.42381373179141e-08	-0.571516501421289	0.13	0.18	0.00047967273752152
RPLP0	2.44535789986103e-08	-0.160126789233093	0.991	0.978	0.000483936328382498
PNN	2.44666627920097e-08	-0.347801982978374	0.267	0.339	0.000484195256653871
TRAF3	2.52400980395427e-08	-0.44352972680604	0.226	0.29	0.00049950154020255
CCT5	2.56265335627276e-08	-0.374286566207769	0.387	0.456	0.000507149099206379
SHCBP1	2.58604092620693e-08	-1.09606494199288	0.036	0.067	0.000511777499296352
ATRX	2.63022320172747e-08	-0.280907406162776	0.413	0.499	0.000520521171621867
NPDC1	2.64520238818489e-08	-0.550659804110867	0.12	0.169	0.000523485552621789
DNPH1	2.65408042872779e-08	-0.233063867987516	0.353	0.429	0.00052524251684523
BLOC1S6	2.67790349791755e-08	-0.386042121238963	0.163	0.221	0.000529957102237883
IDS	2.75317742315701e-08	0.277935863325072	0.658	0.627	0.000544853812042773
CNOT6L	2.82382442180273e-08	-0.370724337813795	0.387	0.463	0.00055883485307476
TOR1AIP2	2.9225728047682e-08	-0.594538284464462	0.131	0.183	0.000578377158063626
RACGAP1	2.9504008823089e-08	-0.848586661308516	0.081	0.123	0.000583884334608932
CAPG	3.02614364576271e-08	0.473542040121128	0.295	0.238	0.000598873827496441
TUSC3	3.04643382140139e-08	-3.41150754773744	0.002	0.012	0.000602889253255336
ACOT9	3.2072293851479e-08	-0.418382297953647	0.152	0.208	0.000634710695320769
GLCCI1	3.38432699321448e-08	-0.376018822530169	0.217	0.28	0.000669758311957145
ABCC1	3.44728122237818e-08	-0.478414757565517	0.134	0.188	0.000682216953908641
APLP2	3.5659720926626e-08	-0.409709577870599	0.21	0.271	0.000705705877137929
CD37	3.66166274304141e-08	0.164048590852732	0.807	0.782	0.000724643056847896
GABPB1	3.67401402443714e-08	-0.434969358912377	0.177	0.235	0.000727087375436109
ANKLE2	3.78224891446074e-08	-0.450888465702663	0.158	0.214	0.00074850706017178
MED17	3.8284876872038e-08	-0.558252800076487	0.126	0.176	0.000757657713297632
NCAPD2	3.88605371457716e-08	-0.753355375019516	0.089	0.132	0.000769050030114821
RASA3	3.91843945055959e-08	-0.43985217384466	0.156	0.211	0.000775459167265743
SPEN	3.94478069860432e-08	-0.580098530286929	0.161	0.215	0.000780672100253795
DARS	3.9550386395969e-08	-0.279906183384016	0.306	0.379	0.000782702146776226
PPP1R3B	4.03238825254825e-08	-1.18871536222403	0.022	0.046	0.000798009635179299
HNRNPLL	4.1096751836194e-08	-0.265800919601494	0.349	0.426	0.000813304718838279
RBBP7	4.21026438862432e-08	-0.420825098114389	0.22	0.281	0.000833211322508753
ID2	4.24313489528193e-08	0.449099492127411	0.433	0.379	0.000839716395776293
IL1RN	4.33434964362801e-08	-1.60275922097854	0.014	0.034	0.000857767794473984
SMCHD1	4.36490926151115e-08	-0.293972303191255	0.554	0.623	0.000863815542853057
PDCD7	4.3742380770927e-08	-0.301343125407919	0.235	0.303	0.000865661715456646
ADAM10	4.61113193325284e-08	-0.424405668611314	0.228	0.291	0.000912543009590737
RRM1	4.72150498095843e-08	-0.486785443264926	0.183	0.241	0.000934385835731673
FAM124B	4.976933096098e-08	-1.74209392038826	0.009	0.025	0.000984935059717795
RAB33A	5.04408382670712e-08	-0.4581061568303	0.088	0.132	0.000998224189305339
UBL5	5.04761767868983e-08	0.230113994103921	0.652	0.634	0.000998923538612718
IRF4	5.11786413178214e-08	-0.650514077453621	0.148	0.2	0.00101282531167968
